	RR	Timestamp	écart		moyenne	min	max	mode	écart-type	durée	somme RR	max écart tmsp	écart-type tmsp	25e centile	50e centile	75e centile	RR/durée	durée (min)	état	deconnexion
1460	607	1623389467405	0	11/06/2021 07:31																
1461	639	1623389468397	992	11/06/2021 07:31																
1462	538	1623389468397	0	11/06/2021 07:31																
1463	556	1623389469356	959	11/06/2021 07:31																
1464	617	1623389470345	989	11/06/2021 07:31																
1465	652	1623389470345	0	11/06/2021 07:31																
1466	1115	1623389471305	960	11/06/2021 07:31																
1467	705	1623389473285	1980	11/06/2021 07:31																
1468	1093	1623389473285	0	11/06/2021 07:31																
1469	593	1623389474244	959	11/06/2021 07:31																
1470	1061	1623389475234	990	11/06/2021 07:31																
1471	757	1623389476224	990	11/06/2021 07:31																
1472	585	1623389476224	0	11/06/2021 07:31																
1473	1182	1623389477185	961	11/06/2021 07:31																
1474	569	1623389478174	989	11/06/2021 07:31																
1475	601	1623389479134	960	11/06/2021 07:31																
1476	638	1623389479134	0	11/06/2021 07:31																
1477	603	1623389480124	990	11/06/2021 07:31																
1478	601	1623389481114	990	11/06/2021 07:31																
1479	596	1623389482075	961	11/06/2021 07:31																
1480	1149	1623389482075	0	11/06/2021 07:31																
1481	576	1623389483066	991	11/06/2021 07:31																
1482	628	1623389484026	960	11/06/2021 07:31																
1483	588	1623389484026	0	11/06/2021 07:31																
1484	572	1623389485019	993	11/06/2021 07:31																
1485	615	1623389485019	0	11/06/2021 07:31																
1486	602	1623389486006	987	11/06/2021 07:31																
1487	600	1623389486966	960	11/06/2021 07:31																
1488	598	1623389486966	0	11/06/2021 07:31																
1489	1086	1623389487956	990	11/06/2021 07:31																
1490	1574	1623389489905	1949	11/06/2021 07:31																
1491	963	1623389490896	991	11/06/2021 07:31																
1492	614	1623389491854	958	11/06/2021 07:31																
1493	513	1623389491854	0	11/06/2021 07:31																
1494	536	1623389491854	0	11/06/2021 07:31																
1495	673	1623389493836	1982	11/06/2021 07:31																
1496	799	1623389493836	0	11/06/2021 07:31																
1497	461	1623389494796	960	11/06/2021 07:31																
1498	706	1623389494796	0	11/06/2021 07:31																
1499	505	1623389495784	988	11/06/2021 07:31																
1500	406	1623389495784	0	11/06/2021 07:31																
1501	797	1623389496750	966	11/06/2021 07:31																
1502	641	1623389497736	986	11/06/2021 07:31																
1503	596	1623389497736	0	11/06/2021 07:31																
1504	1189	1623389499686	1950	11/06/2021 07:31																
1505	1187	1623389500678	992	11/06/2021 07:31																
1506	737	1623389501666	988	11/06/2021 07:31																
1507	507	1623389501666	0	11/06/2021 07:31																
1508	1137	1623389502624	958	11/06/2021 07:31																
1509	616	1623389503616	992	11/06/2021 07:31																
1510	755	1623389503616	0	11/06/2021 07:31																
1511	947	1623389504577	961	11/06/2021 07:31																
1512	453	1623389506556	1979	11/06/2021 07:31																
1513	1586	1623389507516	960	11/06/2021 07:31																
1514	593	1623389507516	0	11/06/2021 07:31																
1515	776	1623389508508	992	11/06/2021 07:31																
1516	869	1623389509496	988	11/06/2021 07:31																
1517	656	1623389510456	960	11/06/2021 07:31																
1518	564	1623389510456	0	11/06/2021 07:31																
1519	601	1623389511446	990	11/06/2021 07:31																
1520	593	1623389511446	0	11/06/2021 07:31																
1521	1266	1623389513395	1949	11/06/2021 07:31																
1522	570	1623389513395	0	11/06/2021 07:31																
1523	532	1623389514384	989	11/06/2021 07:31																
1524	1278	1623389515344	960	11/06/2021 07:31																
1525	560	1623389516335	991	11/06/2021 07:31																
1526	750	1623389516335	0	11/06/2021 07:31																
1527	549	1623389517324	989	11/06/2021 07:31																
1528	575	1623389518284	960	11/06/2021 07:31																
1529	781	1623389518284	0	11/06/2021 07:31																
1530	503	1623389519274	990	11/06/2021 07:31																
1531	582	1623389520234	960	11/06/2021 07:32																
1532	1352	1623389521223	989	11/06/2021 07:32																
1533	1736	1623389523173	1950	11/06/2021 07:32																
1534	679	1623389523173	0	11/06/2021 07:32																
1535	1194	1623389525124	1951	11/06/2021 07:32																
1536	620	1623389525124	0	11/06/2021 07:32																
1537	560	1623389526114	990	11/06/2021 07:32																
1538	716	1623389527103	989	11/06/2021 07:32																
1539	1131	1623389528064	961	11/06/2021 07:32																
1540	580	1623389528064	0	11/06/2021 07:32																
1541	588	1623389529054	990	11/06/2021 07:32																
1542	722	1623389530046	992	11/06/2021 07:32																
1543	556	1623389530046	0	11/06/2021 07:32																
1544	500	1623389531005	959	11/06/2021 07:32																
1545	617	1623389531005	0	11/06/2021 07:32																
1546	561	1623389531998	993	11/06/2021 07:32																
1547	620	1623389531998	0	11/06/2021 07:32																
1548	515	1623389532986	988	11/06/2021 07:32																
1549	616	1623389533944	958	11/06/2021 07:32																
1550	604	1623389533944	0	11/06/2021 07:32																
1551	596	1623389534935	991	11/06/2021 07:32																
1552	609	1623389534935	0	11/06/2021 07:32																
1553	621	1623389535895	960	11/06/2021 07:32																
1554	598	1623389536885	990	11/06/2021 07:32																
1555	608	1623389536885	0	11/06/2021 07:32																
1556	630	1623389537845	960	11/06/2021 07:32																
1557	594	1623389538835	990	11/06/2021 07:32																
1558	620	1623389538836	1	11/06/2021 07:32																
1559	609	1623389539827	991	11/06/2021 07:32																
1560	619	1623389539827	0	11/06/2021 07:32																
1561	648	1623389540786	959	11/06/2021 07:32																
1562	620	1623389541775	989	11/06/2021 07:32																
1563	595	1623389541775	0	11/06/2021 07:32																
1564	639	1623389542764	989	11/06/2021 07:32																
1565	598	1623389543726	962	11/06/2021 07:32																
1566	613	1623389543726	0	11/06/2021 07:32																
1567	634	1623389544715	989	11/06/2021 07:32																
1568	849	1623389545675	960	11/06/2021 07:32																
1569	326	1623389545675	0	11/06/2021 07:32																
1570	618	1623389546665	990	11/06/2021 07:32																
1571	594	1623389546665	0	11/06/2021 07:32																
1572	612	1623389547657	992	11/06/2021 07:32																
1573	609	1623389548615	958	11/06/2021 07:32																
1574	594	1623389548615	0	11/06/2021 07:32																
1575	619	1623389549605	990	11/06/2021 07:32																
1576	592	1623389549605	0	11/06/2021 07:32																
1577	616	1623389550564	959	11/06/2021 07:32																
1578	608	1623389551554	990	11/06/2021 07:32																
1579	604	1623389551554	0	11/06/2021 07:32																
1580	616	1623389552543	989	11/06/2021 07:32																
1581	612	1623389553505	962	11/06/2021 07:32																
1582	630	1623389553505	0	11/06/2021 07:32																
1583	613	1623389554495	990	11/06/2021 07:32																
1584	619	1623389554495	0	11/06/2021 07:32																
1585	606	1623389555455	960	11/06/2021 07:32																
1586	592	1623389556445	990	11/06/2021 07:32																
1587	579	1623389556445	0	11/06/2021 07:32																
1588	650	1623389557435	990	11/06/2021 07:32																
1589	623	1623389558394	959	11/06/2021 07:32																
1590	615	1623389558394	0	11/06/2021 07:32																
1591	617	1623389559385	991	11/06/2021 07:32																
1592	631	1623389560343	958	11/06/2021 07:32																
1593	600	1623389560343	0	11/06/2021 07:32																
1594	619	1623389561334	991	11/06/2021 07:32																
1595	650	1623389562323	989	11/06/2021 07:32																
1596	581	1623389562323	0	11/06/2021 07:32																
1597	617	1623389563284	961	11/06/2021 07:32																
1598	616	1623389563284	0	11/06/2021 07:32																
1599	610	1623389564273	989	11/06/2021 07:32																
1600	612	1623389564273	0	11/06/2021 07:32																
1601	549	1623389565263	990	11/06/2021 07:32																
1602	820	1623389566222	959	11/06/2021 07:32																
1603	454	1623389566222	0	11/06/2021 07:32																
1604	654	1623389567213	991	11/06/2021 07:32																
1605	577	1623389568172	959	11/06/2021 07:32																
1606	895	1623389569162	990	11/06/2021 07:32																
1607	1587	1623389570123	961	11/06/2021 07:32																
1608	689	1623389571113	990	11/06/2021 07:32																
1609	805	1623389572102	989	11/06/2021 07:32																
1610	1591	1623389573063	961	11/06/2021 07:32																
1611	587	1623389574053	990	11/06/2021 07:32																
1612	662	1623389575016	963	11/06/2021 07:32																
1613	564	1623389575016	0	11/06/2021 07:32																
1614	587	1623389576004	988	11/06/2021 07:32																
1615	610	1623389576004	0	11/06/2021 07:32																
1616	568	1623389576994	990	11/06/2021 07:32																
1617	579	1623389577953	959	11/06/2021 07:32																
1618	650	1623389577953	0	11/06/2021 07:32																
1619	611	1623389578947	994	11/06/2021 07:32																
1620	613	1623389578947	0	11/06/2021 07:32																
1621	648	1623389579934	987	11/06/2021 07:33																
1622	642	1623389580893	959	11/06/2021 07:33																
1623	506	1623389580893	0	11/06/2021 07:33																
1624	702	1623389581882	989	11/06/2021 07:33																
1625	651	1623389582845	963	11/06/2021 07:33																
1626	614	1623389582845	0	11/06/2021 07:33																
1627	694	1623389583834	989	11/06/2021 07:33																
1628	606	1623389584824	990	11/06/2021 07:33																
1629	571	1623389584824	0	11/06/2021 07:33																
1630	698	1623389585784	960	11/06/2021 07:33																
1631	642	1623389586773	989	11/06/2021 07:33																
1632	1917	1623389588724	1951	11/06/2021 07:33																
1633	613	1623389588724	0	11/06/2021 07:33																
1634	662	1623389589714	990	11/06/2021 07:33																
1635	1767	1623389591664	1950	11/06/2021 07:33																
1636	617	1623389591664	0	11/06/2021 07:33																
1637	595	1623389592623	959	11/06/2021 07:33																
1638	619	1623389593613	990	11/06/2021 07:33																
1639	615	1623389593613	0	11/06/2021 07:33																
1640	620	1623389594603	990	11/06/2021 07:33																
1641	619	1623389594603	0	11/06/2021 07:33																
1642	601	1623389595563	960	11/06/2021 07:33																
1643	625	1623389596554	991	11/06/2021 07:33																
1644	623	1623389596554	0	11/06/2021 07:33																
1645	639	1623389597543	989	11/06/2021 07:33																
1646	584	1623389598504	961	11/06/2021 07:33																
1647	638	1623389598504	0	11/06/2021 07:33																
1648	629	1623389599494	990	11/06/2021 07:33																
1649	628	1623389599494	0	11/06/2021 07:33																
1650	618	1623389600483	989	11/06/2021 07:33																
1651	628	1623389601442	959	11/06/2021 07:33																
1652	578	1623389601442	0	11/06/2021 07:33																
1653	642	1623389602434	992	11/06/2021 07:33																
1654	620	1623389603392	958	11/06/2021 07:33																
1655	631	1623389603392	0	11/06/2021 07:33																
1656	619	1623389604381	989	11/06/2021 07:33																
1657	631	1623389605371	990	11/06/2021 07:33																
1658	1485	1623389606332	961	11/06/2021 07:33																
1659	1589	1623389608281	1949	11/06/2021 07:33																
1660	591	1623389608281	0	11/06/2021 07:33																
1661	609	1623389609271	990	11/06/2021 07:33																
1662	592	1623389610262	991	11/06/2021 07:33																
